Year,Age category,Single Year of Age,UNIT,VALUE
2023,075,75,Number,36963
2023,076,76,Number,35086
2023,077,77,Number,32978
2023,078,78,Number,29757
2023,079,79,Number,27306
2023,080,80,Number,25056
2023,081,81,Number,21745
2023,082,82,Number,19552
2023,083,83,Number,18477
2023,084,84,Number,16930
2023,085,85,Number,13963
2023,086,86,Number,12534
2023,087,87,Number,11121
2023,088,88,Number,9778
2023,089,89,Number,8352
2023,090,90,Number,6911
2023,091,91,Number,5806
2023,092,92,Number,5001
2023,093,93,Number,3545
2023,094,94,Number,2807
2023,095,95,Number,2128
2023,096,96,Number,1581
2023,097,97,Number,1116
2023,098,98,Number,829
2023,646,99,Number,1600
