,Year,Age category,Single Year of Age,UNIT,VALUE,Age Group
8874,2014,028,28,Number,63901,25-44 years old
8877,2014,029,29,Number,65710,25-44 years old
8880,2014,030,30,Number,70047,25-44 years old
8883,2014,031,31,Number,74443,25-44 years old
8886,2014,032,32,Number,77507,25-44 years old
8889,2014,033,33,Number,80691,25-44 years old
8892,2014,034,34,Number,79791,25-44 years old
8895,2014,035,35,Number,76917,25-44 years old
8898,2014,036,36,Number,75490,25-44 years old
8901,2014,037,37,Number,73829,25-44 years old
8904,2014,038,38,Number,73154,25-44 years old
8907,2014,039,39,Number,72211,25-44 years old
8910,2014,040,40,Number,71363,25-44 years old
8913,2014,041,41,Number,71234,25-44 years old
8916,2014,042,42,Number,69407,25-44 years old
8919,2014,043,43,Number,68679,25-44 years old
8922,2014,044,44,Number,66678,25-44 years old
8925,2014,045,45,Number,63577,45-64 years old
8928,2014,046,46,Number,62637,45-64 years old
8931,2014,047,47,Number,62156,45-64 years old
8934,2014,048,48,Number,61879,45-64 years old
8937,2014,049,49,Number,62343,45-64 years old
8940,2014,050,50,Number,60511,45-64 years old
8943,2014,051,51,Number,58879,45-64 years old
8946,2014,052,52,Number,57153,45-64 years old
8949,2014,053,53,Number,57458,45-64 years old
8952,2014,054,54,Number,55230,45-64 years old
8955,2014,055,55,Number,53089,45-64 years old
8958,2014,056,56,Number,52055,45-64 years old
8961,2014,057,57,Number,51618,45-64 years old
8964,2014,058,58,Number,49618,45-64 years old
8967,2014,059,59,Number,49298,45-64 years old
8970,2014,060,60,Number,47234,45-64 years old
8973,2014,061,61,Number,47369,45-64 years old
8976,2014,062,62,Number,44723,45-64 years old
8979,2014,063,63,Number,43869,45-64 years old
8982,2014,064,64,Number,43199,45-64 years old
8985,2014,065,65,Number,42364,65 and over
8988,2014,066,66,Number,41584,65 and over
8991,2014,067,67,Number,39887,65 and over
8994,2014,068,68,Number,38277,65 and over
8997,2014,069,69,Number,35108,65 and over
9000,2014,070,70,Number,33073,65 and over
9003,2014,071,71,Number,31015,65 and over
9006,2014,072,72,Number,27849,65 and over
9009,2014,073,73,Number,26381,65 and over
9012,2014,074,74,Number,26079,65 and over
9015,2014,075,75,Number,24614,65 and over
9018,2014,076,76,Number,22546,65 and over
9021,2014,077,77,Number,21785,65 and over
9024,2014,078,78,Number,20677,65 and over
9027,2014,079,79,Number,19467,65 and over
9030,2014,080,80,Number,18221,65 and over
9033,2014,081,81,Number,16188,65 and over
9036,2014,082,82,Number,14977,65 and over
9039,2014,083,83,Number,14049,65 and over
9042,2014,084,84,Number,12683,65 and over
9045,2014,085,85,Number,11068,65 and over
9048,2014,086,86,Number,9383,65 and over
9051,2014,087,87,Number,8245,65 and over
9054,2014,088,88,Number,7131,65 and over
9057,2014,089,89,Number,6512,65 and over
9060,2014,090,90,Number,5088,65 and over
9063,2014,091,91,Number,3760,65 and over
9066,2014,092,92,Number,3200,65 and over
9069,2014,093,93,Number,2198,65 and over
9072,2014,094,94,Number,1790,65 and over
9075,2014,095,95,Number,1297,65 and over
9078,2014,096,96,Number,974,65 and over
9081,2014,097,97,Number,699,65 and over
9084,2014,098,98,Number,455,65 and over
9087,2014,646,99,Number,860,65 and over
9093,2015,200,0,Number,64160,0-14 years old
9096,2015,001,1,Number,66275,0-14 years old
9099,2015,002,2,Number,66962,0-14 years old
9102,2015,003,3,Number,71010,0-14 years old
9105,2015,004,4,Number,69525,0-14 years old
9108,2015,005,5,Number,72892,0-14 years old
9111,2015,006,6,Number,72337,0-14 years old
9114,2015,007,7,Number,71109,0-14 years old
9117,2015,008,8,Number,67709,0-14 years old
9120,2015,009,9,Number,65285,0-14 years old
9123,2015,010,10,Number,64665,0-14 years old
9126,2015,011,11,Number,63667,0-14 years old
9129,2015,012,12,Number,63200,0-14 years old
9132,2015,013,13,Number,61939,0-14 years old
9135,2015,014,14,Number,60970,0-14 years old
9138,2015,015,15,Number,60593,15-24 years old
9141,2015,016,16,Number,61053,15-24 years old
9144,2015,017,17,Number,59470,15-24 years old
9147,2015,018,18,Number,59232,15-24 years old
9150,2015,019,19,Number,55785,15-24 years old
9153,2015,020,20,Number,55384,15-24 years old
9156,2015,021,21,Number,53913,15-24 years old
9159,2015,022,22,Number,54614,15-24 years old
9162,2015,023,23,Number,54511,15-24 years old
9165,2015,024,24,Number,57055,15-24 years old
9168,2015,025,25,Number,56500,25-44 years old
9171,2015,026,26,Number,56219,25-44 years old
9174,2015,027,27,Number,60777,25-44 years old
9177,2015,028,28,Number,61167,25-44 years old
9180,2015,029,29,Number,64025,25-44 years old
9183,2015,030,30,Number,66969,25-44 years old
9186,2015,031,31,Number,69865,25-44 years old
9189,2015,032,32,Number,74611,25-44 years old
9192,2015,033,33,Number,77375,25-44 years old
9195,2015,034,34,Number,80331,25-44 years old
9198,2015,035,35,Number,80051,25-44 years old
9201,2015,036,36,Number,78790,25-44 years old
9204,2015,037,37,Number,74964,25-44 years old
9207,2015,038,38,Number,73619,25-44 years old
9210,2015,039,39,Number,72351,25-44 years old
9213,2015,040,40,Number,72847,25-44 years old
9216,2015,041,41,Number,71375,25-44 years old
9219,2015,042,42,Number,71067,25-44 years old
9222,2015,043,43,Number,69213,25-44 years old
9225,2015,044,44,Number,68495,25-44 years old
9228,2015,045,45,Number,67392,45-64 years old
9231,2015,046,46,Number,63241,45-64 years old
9234,2015,047,47,Number,62619,45-64 years old
9237,2015,048,48,Number,62041,45-64 years old
9240,2015,049,49,Number,61715,45-64 years old
9243,2015,050,50,Number,62131,45-64 years old
9246,2015,051,51,Number,60282,45-64 years old
9249,2015,052,52,Number,58629,45-64 years old
9252,2015,053,53,Number,56930,45-64 years old
9255,2015,054,54,Number,57216,45-64 years old
9258,2015,055,55,Number,54951,45-64 years old
9261,2015,056,56,Number,52198,45-64 years old
9264,2015,057,57,Number,53046,45-64 years old
9267,2015,058,58,Number,50979,45-64 years old
9270,2015,059,59,Number,49380,45-64 years old
9273,2015,060,60,Number,49098,45-64 years old
9276,2015,061,61,Number,46801,45-64 years old
9279,2015,062,62,Number,47040,45-64 years old
9282,2015,063,63,Number,44385,45-64 years old
9285,2015,064,64,Number,43517,45-64 years old
9288,2015,065,65,Number,42829,65 and over
9291,2015,066,66,Number,42050,65 and over
9294,2015,067,67,Number,41280,65 and over
9297,2015,068,68,Number,39499,65 and over
9300,2015,069,69,Number,37908,65 and over
9303,2015,070,70,Number,34593,65 and over
9306,2015,071,71,Number,32493,65 and over
9309,2015,072,72,Number,30477,65 and over
9312,2015,073,73,Number,27367,65 and over
9315,2015,074,74,Number,25914,65 and over
9318,2015,075,75,Number,25329,65 and over
9321,2015,076,76,Number,23865,65 and over
9324,2015,077,77,Number,21878,65 and over
9327,2015,078,78,Number,21075,65 and over
9330,2015,079,79,Number,20023,65 and over
9333,2015,080,80,Number,18643,65 and over
9336,2015,081,81,Number,17278,65 and over
9339,2015,082,82,Number,15322,65 and over
9342,2015,083,83,Number,14202,65 and over
9345,2015,084,84,Number,13334,65 and over
9348,2015,085,85,Number,11584,65 and over
9351,2015,086,86,Number,9918,65 and over
9354,2015,087,87,Number,8406,65 and over
9357,2015,088,88,Number,7393,65 and over
9360,2015,089,89,Number,6370,65 and over
9363,2015,090,90,Number,5357,65 and over
9366,2015,091,91,Number,3962,65 and over
9369,2015,092,92,Number,3399,65 and over
9372,2015,093,93,Number,2275,65 and over
9375,2015,094,94,Number,1719,65 and over
9378,2015,095,95,Number,1368,65 and over
9381,2015,096,96,Number,1030,65 and over
9384,2015,097,97,Number,670,65 and over
9387,2015,098,98,Number,542,65 and over
9390,2015,646,99,Number,918,65 and over
9396,2016,200,0,Number,62209,0-14 years old
9399,2016,001,1,Number,63955,0-14 years old
9402,2016,002,2,Number,66260,0-14 years old
9405,2016,003,3,Number,68120,0-14 years old
9408,2016,004,4,Number,70834,0-14 years old
9411,2016,005,5,Number,72359,0-14 years old
9414,2016,006,6,Number,72463,0-14 years old
9417,2016,007,7,Number,72066,0-14 years old
9420,2016,008,8,Number,71458,0-14 years old
9423,2016,009,9,Number,66904,0-14 years old
9426,2016,010,10,Number,64701,0-14 years old
9429,2016,011,11,Number,63964,0-14 years old
9432,2016,012,12,Number,64211,0-14 years old
9435,2016,013,13,Number,63369,0-14 years old
9438,2016,014,14,Number,62611,0-14 years old
9441,2016,015,15,Number,61124,15-24 years old
9444,2016,016,16,Number,60914,15-24 years old
9447,2016,017,17,Number,60965,15-24 years old
9450,2016,018,18,Number,60962,15-24 years old
9453,2016,019,19,Number,57267,15-24 years old
9456,2016,020,20,Number,55905,15-24 years old
9459,2016,021,21,Number,54462,15-24 years old
9462,2016,022,22,Number,54176,15-24 years old
9465,2016,023,23,Number,54120,15-24 years old
9468,2016,024,24,Number,54802,15-24 years old
9471,2016,025,25,Number,57268,25-44 years old
9474,2016,026,26,Number,56233,25-44 years old
9477,2016,027,27,Number,61533,25-44 years old
9480,2016,028,28,Number,59180,25-44 years old
9483,2016,029,29,Number,62465,25-44 years old
9486,2016,030,30,Number,67918,25-44 years old
9489,2016,031,31,Number,68006,25-44 years old
9492,2016,032,32,Number,71498,25-44 years old
9495,2016,033,33,Number,75366,25-44 years old
9498,2016,034,34,Number,77514,25-44 years old
9501,2016,035,35,Number,81268,25-44 years old
9504,2016,036,36,Number,82954,25-44 years old
9507,2016,037,37,Number,76908,25-44 years old
9510,2016,038,38,Number,74372,25-44 years old
9513,2016,039,39,Number,72563,25-44 years old
9516,2016,040,40,Number,73227,25-44 years old
9519,2016,041,41,Number,71795,25-44 years old
9522,2016,042,42,Number,71010,25-44 years old
9525,2016,043,43,Number,71014,25-44 years old
9528,2016,044,44,Number,69428,25-44 years old
9531,2016,045,45,Number,70220,45-64 years old
9534,2016,046,46,Number,66929,45-64 years old
